SEQ_VALUE,MSG_TIME_STAMP,MSG_FLAG,HEAT_NUMBER,GRADE_TYPE,LM_START_WT,TAP_O2,O2AFTERCELOX,LTA,FIRSTMEASTEMP,STATION,LIME,SIMN,ALBAR
33473877,2022-02-10 03:43:52.700,N,22200701,JDTL0550DN,179,1288,82,339.62,1531,5,2160,NULL,396
33473723,2022-02-10 03:40:52.693,N,22100693,JDHCG04ACN,188,987,0,35.47,1614,1,1091,NULL,440
33473350,2022-02-10 03:32:52.677,N,22400740,JDHCG04ACN,201,1130,0,0,0,4,1114,NULL,0
33472977,2022-02-10 03:24:52.657,N,22200702,JDHSH41AMN,211,1188,0,99.15,1568,2,658,NULL,418
33472519,2022-02-10 03:15:22.643,N,22200701,JDTL0550DN,178,1288,82,339.62,1531,5,2160,NULL,396
33472409,2022-02-10 03:13:52.647,N,22100692,JDHSH41AMN,186,946,0,366.22,1576,3,2903,NULL,396
33472260,2022-02-10 03:11:22.650,N,22100693,JDHCG04ACN,187,987,0,35.47,1614,1,1091,NULL,440
33472181,2022-02-10 03:09:52.640,N,22100693,JDTL0550DN,187,987,0,0,0,1,1091,NULL,0
33472036,2022-02-10 03:06:52.630,N,22200701,JDHSH41AMN,178,1288,82,0,0,5,2160,NULL,396
33472019,2022-02-10 03:06:22.647,N,22400739,JDHSH41AMN,192,1200,0,0,1560,4,1119,166,396
33471717,2022-02-10 02:59:52.640,N,22100692,JDHSH41AMN,186,946,0,366.22,0,3,2903,NULL,396
33471600,2022-02-10 02:57:22.637,N,22200702,JDHSH41AMN,211,1188,0,99.15,1568,2,658,NULL,418
33471386,2022-02-10 02:51:52.637,N,22100691,JDTL0550DN,182,0,0,11.73,1560,5,2028,NULL,396
33471319,2022-02-10 02:50:22.647,N,22100692,JDHSH41AMN,186,946,0,57.32,1572,1,963,NULL,396
33470937,2022-02-10 02:42:22.617,N,22400739,JDHSH41AMN,192,1200,0,0,1560,4,1119,166,396
33470932,2022-02-10 02:41:52.647,N,22200702,JDHCG04ACN,211,1188,0,99.15,1568,2,658,NULL,0
33470449,2022-02-10 02:31:52.620,N,22200702,JDHCG04ACN,211,1188,0,0,0,2,658,NULL,0
33470014,2022-02-10 02:23:22.610,N,22100692,JDHSH41AMN,186,946,0,57.32,1572,1,963,NULL,396
33469899,2022-02-10 02:21:22.607,N,22400739,JDTL0550DN,192,1200,0,0,1560,4,1119,166,0
33469797,2022-02-10 02:19:22.607,N,22400739,JDTL0550DN,192,1200,0,0,0,4,1119,166,0
33469383,2022-02-10 02:10:52.580,N,22400738,JDHSH41AMN,207,1330,0,79.02,1571,4,908,57,330
33469219,2022-02-10 02:07:52.577,N,22100692,JDHSH41AMN,186,946,0,0,1572,1,963,NULL,396
33469029,2022-02-10 02:02:52.613,N,22100692,JDTL0550DN,186,946,0,0,0,1,963,NULL,0
33469012,2022-02-10 02:02:52.600,N,22200701,JDHSH41AMN,178,1288,82,339.62,0,1,2160,NULL,396
33468967,2022-02-10 02:01:52.590,N,22100691,JDTL0550DN,180,0,0,11.73,1560,5,2028,NULL,396
33468405,2022-02-10 01:49:52.587,N,22100691,JDTL0550DN,180,0,0,11.73,0,5,2028,NULL,396
33468394,2022-02-10 01:49:22.583,N,22200700,JDTL0550DN,200,1079,142,239.37,1547,5,1257,NULL,418
33468341,2022-02-10 01:48:22.580,N,22200701,JDHSH41AMN,178,1288,82,339.62,0,1,2160,NULL,396
33468271,2022-02-10 01:47:22.587,N,22200701,JDHSH41AMN,178,1288,82,349.18,1605,2,658,NULL,396
33467511,2022-02-10 01:30:52.557,N,22400738,JDHSH41AMN,206,1330,0,79.02,1571,4,908,57,330
33467150,2022-02-10 01:22:52.567,N,22300734,JDHSH41AMN,190,1230,0,153.03,1533,3,929,NULL,418
33467112,2022-02-10 01:22:22.570,N,22100691,JDTL0550DN,180,0,0,11.73,1532,1,1314,NULL,396
33466953,2022-02-10 01:18:52.557,N,22400738,JDTL0550DN,206,1330,0,0,0,4,908,57,0
33466860,2022-02-10 01:17:22.557,N,22200700,JDTL0550DN,199,1079,142,239.37,1547,5,1257,NULL,418
33466317,2022-02-10 01:07:22.520,N,22200701,JDHSH41AMN,178,1288,82,349.18,1605,2,658,NULL,396
33466253,2022-02-10 01:06:22.520,N,22200700,JDTL0550DN,199,1079,142,239.37,0,5,1257,NULL,418
33466220,2022-02-10 01:05:22.530,N,22300733,JDTL0550DN,189,851,170,37.13,1594,5,3120,137,792
33466060,2022-02-10 01:02:52.517,N,22200701,JDHSH41AMN,178,1288,82,0,0,2,658,NULL,0
33464942,2022-02-10 00:39:22.510,N,22300734,JDHSH41AMN,190,1230,0,153.03,1533,3,929,NULL,418
33464730,2022-02-10 00:35:22.503,N,22300733,JDTL0550DN,188,851,170,37.13,1594,5,3120,137,792
33464599,2022-02-10 00:31:52.500,N,22400737,JDHWT41AMN,199,1440,0,0,1635,4,1116,203,396
33464513,2022-02-10 00:30:22.500,N,22200700,JDTL0550DN,199,1079,142,113.78,1550,2,961,NULL,418
33464458,2022-02-10 00:29:22.500,N,22200700,JDTL0550DN,199,1079,142,113.78,1550,2,961,NULL,418
33464247,2022-02-10 00:25:22.500,N,22300733,JDTL0550DN,188,851,170,37.13,0,5,3120,137,792
33464232,2022-02-10 00:24:52.533,N,22400736,JDTL0550DN,186,644,40,52.68,0,5,1145,1727,66
33464210,2022-02-10 00:24:52.500,N,22400736,JDHWT41AMN,186,644,40,52.68,0,5,1145,1727,66
33464167,2022-02-10 00:24:22.500,N,22300733,JDTL0550DN,188,851,170,37.13,0,5,3120,137,792
33463952,2022-02-10 00:19:52.563,N,22300733,JDHSH41AMN,188,851,170,37.13,0,5,3120,137,792
33463923,2022-02-10 00:19:52.490,N,22400736,JDHWT41AMN,186,644,40,166.47,1526,5,905,1617,66
33463270,2022-02-10 00:07:22.470,N,22100691,JDTL0550DN,181,0,0,11.73,1532,1,1314,NULL,396
33463248,2022-02-10 00:06:52.470,N,22400737,JDHWT41AMN,198,1440,0,0,1635,4,1116,203,396
33463083,2022-02-10 00:03:22.480,N,22300734,JDHCG04ACN,190,1230,0,0,0,3,929,NULL,0
33463068,2022-02-10 00:02:52.467,N,22400736,JDHWT41AMN,186,644,40,166.47,1526,5,905,1617,66
33462096,2022-02-09 23:43:52.480,N,22400737,JDHSH41AMN,198,1440,0,0,1635,4,1116,203,0
33462017,2022-02-09 23:41:52.467,N,22300733,JDHSH41AMN,188,851,170,50.85,1575,3,1039,137,792
33461951,2022-02-09 23:40:52.467,N,22400736,JDHWT41AMN,186,644,40,166.47,1526,5,905,1617,0
33461905,2022-02-09 23:40:22.467,N,22100691,JDHSH41AMN,181,0,0,11.73,1532,1,1314,NULL,396
33461897,2022-02-09 23:39:52.467,N,22400737,JDHCG04ACN,198,1440,0,0,0,4,1116,203,0
33461544,2022-02-09 23:33:22.460,N,22100691,JDHCG04ACN,181,0,0,11.73,0,1,1314,NULL,0
33461455,2022-02-09 23:31:22.457,N,22100690,JDHWT41AMN,188,1490,0,0,1609,1,1311,1158,330
33461246,2022-02-09 23:27:22.457,N,22400736,JDHWT41AMN,186,644,40,0,0,5,905,1617,0
33461207,2022-02-09 23:26:22.583,N,22300733,JDHSH41AMN,188,851,170,50.85,1575,3,1039,137,792
33461192,2022-02-09 23:26:22.457,N,22400735,JDTL0550DN,192,1010,0,0,1551,5,501,1808,66
33460334,2022-02-09 23:08:52.440,N,22400735,JDTL0550DN,192,1010,0,0,1551,5,501,1808,66
33459916,2022-02-09 22:59:52.440,N,22200700,JDHWT41AMN,199,1079,142,0,1550,2,961,NULL,418
33459603,2022-02-09 22:53:22.430,N,22300732,JDHCG04ACN,187,1090,0,34.92,1608,4,627,NULL,396
33459571,2022-02-09 22:52:52.430,N,22200700,JDHWT41AMN,199,1079,142,0,0,2,961,NULL,0
33459374,2022-02-09 22:49:22.413,N,22400735,JDTL0550DN,192,1010,0,0,1551,5,501,1808,0
33458070,2022-02-09 22:23:22.380,N,22100690,JDHWT41AMN,186,1490,0,0,1609,1,1311,1158,330
33457995,2022-02-09 22:21:52.380,N,22400735,JDHCG04ACN,192,1010,0,0,0,5,501,1808,0
33457968,2022-02-09 22:21:52.377,N,22400736,JDHWT41AMN,186,644,40,0,0,5,905,1617,0
33457937,2022-02-09 22:21:22.373,N,22400736,JDHWT41AMN,186,644,40,0,0,5,905,1617,0
33457919,2022-02-09 22:20:52.390,N,22400735,JDHCG04ACN,192,1010,0,0,0,5,501,1808,0
33457901,2022-02-09 22:20:52.373,N,22400735,JDHCG04ACN,192,1010,0,0,0,5,501,1808,0
33457768,2022-02-09 22:17:22.360,N,22200698,JDTL0550DN,198,639,0,61.13,1571,5,959,1579,22
33457640,2022-02-09 22:14:52.360,N,22300733,JDHCG04ACN,188,851,170,50.85,1575,3,1039,137,792
33457112,2022-02-09 22:03:22.370,N,22300732,JDHCG04ACN,187,1090,0,34.92,1608,4,627,NULL,396
33456730,2022-02-09 21:55:22.360,N,22100690,JDHWT41AMN,186,1490,0,0,0,1,1311,1158,330
33456644,2022-02-09 21:53:52.360,N,22200699,JDHWT41AMN,205,1385,0,57.32,1568,1,3212,1591,308
33456489,2022-02-09 21:51:22.357,N,22300731,JDHCG04ACN,187,773,100,110.4,1529,3,1037,NULL,396
33456196,2022-02-09 21:47:52.353,N,22200699,JDHWT41AMN,205,1385,0,57.32,1568,1,3212,1591,308
33456024,2022-02-09 21:43:52.353,N,22200699,JDHWT41AMN,205,1385,0,57.32,0,1,3212,1591,308
33455999,2022-02-09 21:43:52.350,N,22100690,JDHWT41AMN,186,1490,0,0,0,1,1311,1158,330
33455970,2022-02-09 21:43:22.340,N,22200699,JDHWT41AMN,205,1385,0,71.52,1658,2,958,1191,308
33455725,2022-02-09 21:38:52.347,N,22300732,JDHCG04ACN,187,1090,0,34.92,0,4,627,NULL,0
33455109,2022-02-09 21:26:22.340,N,22300731,JDHCG04ACN,187,773,100,110.4,1529,3,1037,NULL,396
33455059,2022-02-09 21:25:22.343,N,22200699,JDHWT41AMN,204,1385,0,71.52,1658,2,958,1191,308
33454861,2022-02-09 21:21:52.330,N,22200698,JDTL0550DN,197,639,0,61.13,1571,5,959,1579,22
33454331,2022-02-09 21:11:52.317,N,22100690,JDHCG04ACN,186,1490,0,0,0,1,1311,1158,0
33454257,2022-02-09 21:11:22.317,N,22300731,JDHCG04ACN,187,773,100,110.4,1529,3,1037,NULL,0
33454170,2022-02-09 21:09:22.307,N,22200698,JDTL0550DN,197,639,0,61.13,1571,5,959,1579,0
33454063,2022-02-09 21:07:22.307,N,22200699,JDHWT41AMJ,204,1385,0,71.52,1658,2,958,1191,308
33453996,2022-02-09 21:05:52.307,N,22300731,JDHCG04ACN,187,773,100,113.78,0,3,1037,NULL,0
33453927,2022-02-09 21:04:52.317,N,22400734,JDHCG04ACN,192,1180,0,51.32,1556,4,1011,NULL,440
33453797,2022-02-09 21:02:22.317,N,22200699,JDHSH29ALN,204,1385,0,0,0,2,958,1191,0
33453729,2022-02-09 21:00:52.317,N,22200698,JDTL0550DN,197,639,0,61.13,0,5,959,1579,0
33453621,2022-02-09 20:58:22.297,N,22100689,JDHWT41AMN,181,1136,32,79.27,1555,1,1310,1159,330
33452571,2022-02-09 20:35:22.313,N,22200698,JDTL0550DN,197,639,0,93.67,0,2,959,1579,0
33452542,2022-02-09 20:35:22.283,N,22200698,JDTL0550DN,197,639,0,93.67,0,2,959,1579,0
33451960,2022-02-09 20:21:52.263,N,22100689,JDHWT41AMN,180,1136,32,79.27,1555,1,1310,1159,330
33451522,2022-02-09 20:12:52.260,N,22200696,JDTL0550DN,197,1012,0,20.93,1559,5,1319,NULL,44
33451414,2022-02-09 20:10:52.270,N,22300730,JDHCG04ACN,199,1000,0,98.03,1539,3,1039,132,396
33450944,2022-02-09 20:02:22.263,N,22100689,JDHWT41AMN,180,1136,32,79.27,1555,1,1310,1159,0
33450755,2022-02-09 19:59:22.263,N,22100689,JDHCG04ACN,180,1136,32,79.27,0,1,1310,1159,0
33450376,2022-02-09 19:52:22.250,N,22300729,JDHCG04ACN,192,1100,0,33.17,1544,1,1404,127,396
33450061,2022-02-09 19:46:22.240,N,22400734,JDHCG04ACN,192,1180,0,51.32,1556,4,1011,NULL,440
33449255,2022-02-09 19:31:52.210,N,22200696,JDTL0550DN,196,1012,0,20.93,1559,5,1319,NULL,44
33448754,2022-02-09 19:23:22.210,N,22400734,JDHCG04ACN,192,1180,0,51.32,0,4,1011,NULL,0
33448654,2022-02-09 19:21:52.207,N,22300729,JDHCG04ACN,192,1100,0,33.17,1544,1,1404,127,396
33448586,2022-02-09 19:20:52.200,N,22200696,JDTL0550DN,196,1012,0,20.93,0,5,1319,NULL,44
33448360,2022-02-09 19:16:22.197,N,22200697,JDHWT41AMN,196,1260,0,70.43,1646,2,958,1183,374
33448303,2022-02-09 19:15:22.193,N,22100687,JDTL0550DN,188,606,219,26.13,1553,5,719,1754,22
33448236,2022-02-09 19:13:52.200,N,22300729,JDHCG04ACN,192,1100,0,33.17,0,1,1404,127,396
33447891,2022-02-09 19:06:52.190,N,22200697,JDHWT41AMN,196,1260,0,0,1646,2,958,1183,0
33447694,2022-02-09 19:02:52.197,N,22200697,JDHSH41AMN,196,1260,0,0,0,2,958,1183,0
33447606,2022-02-09 19:00:52.197,N,22100688,JDHCG04ACN,202,1058,0,0,1622,1,1310,NULL,440
33447553,2022-02-09 19:00:22.193,N,22300730,JDHCG04ACN,199,1000,0,98.03,1539,3,1039,132,396
33447445,2022-02-09 18:58:22.193,N,22100687,JDTL0550DN,187,606,219,26.13,1553,5,719,1754,22
33447366,2022-02-09 18:56:52.193,N,22300730,JDHCG04ACN,199,1000,0,0,0,3,1039,132,0
33447221,2022-02-09 18:54:22.190,N,22100688,JDHCG04ACN,201,1058,0,0,1622,1,1310,NULL,440
33447211,2022-02-09 18:53:52.187,N,22400733,JDHCG04ACN,194,1140,0,123.03,1537,4,1006,NULL,440
33446653,2022-02-09 18:43:52.190,N,22100687,JDTL0550DN,187,606,219,26.13,1553,5,719,1754,0
33446533,2022-02-09 18:41:22.187,N,22400733,JDHCG04ACN,194,1140,0,123.03,1537,4,1006,NULL,440
33446136,2022-02-09 18:32:52.180,N,22100687,JDTL0550DN,187,606,219,26.13,0,5,719,1754,0
33445885,2022-02-09 18:27:22.170,N,22200696,JDTL0550DN,196,1012,0,20.93,1584,2,995,NULL,44
33445509,2022-02-09 18:19:22.153,N,22300728,JDTL0550DN,201,830,0,73.95,1528,5,484,1768,22
33445366,2022-02-09 18:16:22.150,N,22400733,JDHCG04ACN,194,1140,0,0,1537,4,1006,NULL,440
33445239,2022-02-09 18:13:52.147,N,22100688,JDTL0550DN,201,1058,0,0,1622,1,1310,NULL,440
33445121,2022-02-09 18:11:22.153,N,22100688,JDTL0550DN,201,1058,0,0,0,1,1310,NULL,0
33445016,2022-02-09 18:09:22.137,N,22300729,JDHCG04ACN,192,1100,0,39.53,1554,3,NULL,127,396
33444771,2022-02-09 18:04:22.153,N,22200696,JDHCG04ACN,196,1012,0,20.93,1584,2,995,NULL,0
33444460,2022-02-09 17:58:52.150,N,22200695,JDHCG04ACN,199,1294,0,79.95,1552,1,457,NULL,440
33444422,2022-02-09 17:58:22.157,N,22400733,JDHCG04ACN,194,1140,0,0,0,4,1006,NULL,0
33444389,2022-02-09 17:57:52.157,N,22300728,JDTL0550DN,200,830,0,73.95,1528,5,484,1768,22
33444199,2022-02-09 17:54:52.153,N,22200696,JDHCG04ACN,196,1012,0,20.93,0,2,995,NULL,0
33443860,2022-02-09 17:48:52.133,N,22300729,JDHCG04ACN,192,1100,0,39.53,1554,3,NULL,127,396
33443089,2022-02-09 17:35:52.107,N,22300729,JDHCG04ACN,192,1100,0,39.53,1554,3,NULL,127,0
33443054,2022-02-09 17:35:22.110,N,22400732,JDHCG04ACN,190,920,0,135.03,1533,4,NULL,NULL,440
33442927,2022-02-09 17:33:22.100,N,22300728,JDTL0550DN,200,830,0,73.95,1528,5,484,1768,0
33442823,2022-02-09 17:31:22.110,N,22300729,JDHCG04ACN,192,1100,0,39.53,0,3,NULL,127,0
33442649,2022-02-09 17:28:22.103,N,22200695,JDHCG04ACN,199,1294,0,79.95,1552,1,457,NULL,440
33442525,2022-02-09 17:26:52.103,N,22300728,JDTL0550DN,200,830,0,73.95,0,5,484,1768,0
33442258,2022-02-09 17:21:52.097,N,22100686,JDTL0550DN,203,1097,0,20.45,1590,5,635,1750,22
33442097,2022-02-09 17:18:22.080,N,22200695,JDHCG04ACN,199,1294,0,79.95,0,1,457,NULL,440
33441600,2022-02-09 17:07:52.070,N,22200695,JDHCG04ACN,199,1294,0,95.47,0,2,457,NULL,440
33441431,2022-02-09 17:04:52.087,N,22300727,JDHCG04ACN,181,1030,67,54.9,1541,1,1192,NULL,396
33440960,2022-02-09 16:57:22.093,N,22400732,JDHCG04ACN,190,920,0,135.03,1533,4,NULL,NULL,440
33440935,2022-02-09 16:56:52.083,N,22100686,JDTL0550DN,202,1097,0,20.45,1590,5,635,1750,22
33440259,2022-02-09 16:44:22.070,N,22400731,JDHCG04ACN,187,1030,0,73.45,1536,3,NULL,NULL,440
33439933,2022-02-09 16:38:52.063,N,22300727,JDHCG04ACN,180,1030,67,54.9,1541,1,1192,NULL,396
33439751,2022-02-09 16:36:22.053,N,22100686,JDHCG04ACN,202,1097,0,20.45,0,5,635,1750,0
33439408,2022-02-09 16:30:22.053,N,22100684,JDTL0550DN,209,968,172,37.58,1558,5,1691,1154,330
33439351,2022-02-09 16:29:22.057,N,22400732,JDHST29EXZ,190,920,0,0,0,4,NULL,NULL,0
33438921,2022-02-09 16:21:22.040,N,22400731,JDHCG04ACN,187,1030,0,73.45,1536,3,NULL,NULL,440
33438848,2022-02-09 16:19:52.087,N,22300727,JDHCG04ACN,180,1030,67,54.9,0,1,1192,NULL,396
33438818,2022-02-09 16:19:52.027,N,22200695,JDHSH29ALN,199,1294,0,0,0,2,457,NULL,0
33438498,2022-02-09 16:12:52.017,N,22200694,JDHCG04ACN,185,1080,136,0,1589,1,2149,NULL,374
33438071,2022-02-09 16:04:52.037,N,22400731,JDHCG04ACN,187,1030,0,73.45,1536,3,NULL,NULL,220
33437895,2022-02-09 16:01:52.040,N,22100684,JDTL0550DN,208,968,172,37.58,1558,5,1691,1154,330
33437866,2022-02-09 16:00:52.040,N,22400730,JDHCG04ACN,199,861,196,112.47,1566,4,3805,NULL,396
33437806,2022-02-09 16:00:22.040,N,22200694,JDHCG04ACN,185,1080,136,0,1589,1,2149,NULL,374
33437776,2022-02-09 15:59:52.037,N,22400731,JDHCG04ACN,187,1030,0,73.45,0,3,NULL,NULL,0
33437411,2022-02-09 15:52:22.030,N,22200694,JDHCG04ACN,185,1080,136,0,0,1,2149,NULL,374
33437351,2022-02-09 15:50:52.023,N,22200694,JDHCG04ACN,185,1080,136,0,1558,2,1156,NULL,374
33437023,2022-02-09 15:44:52.023,N,22400730,JDHCG04ACN,199,861,196,112.47,1566,4,3805,NULL,396
33437005,2022-02-09 15:44:22.110,N,22100686,JDHCG04ACN,202,1097,0,20.45,0,1,635,1750,0
33436987,2022-02-09 15:44:22.030,N,22100686,JDHCG04ACN,202,1097,0,20.45,0,1,635,1750,0
33436763,2022-02-09 15:39:52.027,N,22100684,JDTL0550DN,208,968,172,37.58,0,5,1691,1154,330
33436705,2022-02-09 15:38:52.103,N,22400730,JDHCG04ACN,199,861,196,112.47,0,4,3805,NULL,396
33436699,2022-02-09 15:38:52.010,N,22300727,JDHCG04ACN,180,1030,67,149.07,1531,3,926,NULL,396
33436539,2022-02-09 15:35:22.003,N,22300726,JDTL0550DN,202,901,161,51.3,1604,5,430,NULL,22
33436512,2022-02-09 15:34:52.003,N,22400730,JDHCG04ACN,199,861,196,123.32,1546,4,809,NULL,396
33436389,2022-02-09 15:32:51.997,N,22300727,JDHCG04ACN,181,1030,67,149.07,1531,3,926,NULL,396
33436086,2022-02-09 15:26:51.987,N,22200694,JDHCG04ACN,185,1080,136,0,1558,2,1156,NULL,374
33435979,2022-02-09 15:24:51.983,N,22100685,JDHCG04ACN,192,1160,79,63.55,1571,1,2865,NULL,396
33435929,2022-02-09 15:23:51.990,N,22200694,JDTL0550DN,185,1080,136,0,0,2,1156,NULL,0
33435884,2022-02-09 15:23:21.977,N,22300727,JDHST29EXZ,181,1030,67,0,0,3,926,NULL,0
33435187,2022-02-09 15:10:51.960,N,22100685,JDHCG04ACN,192,1160,79,63.55,1571,1,2865,NULL,396
33434823,2022-02-09 15:04:21.967,N,22100685,JDHCG04ACN,192,1160,79,63.55,0,1,2865,NULL,396
33434795,2022-02-09 15:03:51.963,N,22200693,JDHCG04ACN,194,736,205,23.68,1558,1,1729,NULL,396
33434094,2022-02-09 14:50:21.953,N,22300726,JDTL0550DN,200,901,161,51.3,1604,5,430,NULL,22
33434002,2022-02-09 14:48:54.617,N,22200693,JDHCG04ACN,194,736,205,23.68,1558,1,1729,NULL,396
33433890,2022-02-09 14:46:51.947,N,22300726,JDTL0550DN,200,901,161,51.3,1604,5,430,NULL,0
33433888,2022-02-09 14:46:21.943,N,22400730,JDHCG04ACN,198,861,196,123.32,1546,4,809,NULL,396
33433757,2022-02-09 14:44:21.940,N,22200693,JDHCG04ACN,194,736,205,23.68,0,1,1729,NULL,396
33433750,2022-02-09 14:43:51.970,N,22300726,JDTL0550DN,200,901,161,51.3,0,5,430,NULL,0
33433726,2022-02-09 14:43:51.947,N,22100685,JDHCG04ACN,193,1160,79,107.37,1620,1,1090,NULL,396
33433279,2022-02-09 14:33:51.923,N,22100683,JDTL0550DN,211,962,0,60.92,1530,5,738,1751,22
33432941,2022-02-09 14:27:21.927,N,22200693,JDHCG04ACN,194,736,205,30.05,1618,2,1143,NULL,396
33432373,2022-02-09 14:16:51.920,N,22100685,JDHCG04ACN,192,1160,79,0,1620,1,1090,NULL,396
33432083,2022-02-09 14:10:51.913,N,22100685,JDHCG04ACN,192,1160,79,0,0,1,1090,NULL,0
33431417,2022-02-09 13:58:51.910,N,22100684,JDTL0550DN,208,968,172,53.65,1578,1,1093,1154,330
33431015,2022-02-09 13:52:21.920,N,22400730,JDTL0550DN,192,861,196,0,0,4,809,NULL,0
33430929,2022-02-09 13:50:51.950,N,22200693,JDHCG04ACN,193,736,205,30.05,1618,2,1143,NULL,396
33430916,2022-02-09 13:50:51.923,N,22100683,JDTL0550DN,210,962,0,60.92,1530,5,738,1751,22
33430759,2022-02-09 13:47:51.900,N,22200693,JDTL0550DN,193,736,205,0,0,2,1143,NULL,0
33430602,2022-02-09 13:45:21.910,N,22100683,JDTL0550DN,210,962,0,60.92,0,5,738,1751,0
33430404,2022-02-09 13:40:51.907,N,22100682,JDTL0550DN,214,1284,0,185.32,1528,5,595,1753,22
33429802,2022-02-09 13:27:51.983,N,22400729,JDHSH29ALN,210,1220,0,55.2,1564,4,896,NULL,396
33429795,2022-02-09 13:27:21.903,N,22100682,JDTL0550DN,213,1284,0,185.32,1528,5,595,1753,22
33429773,2022-02-09 13:27:21.883,N,22100684,JDHCG04ACN,208,968,172,53.65,1578,1,1093,1154,330
33429599,2022-02-09 13:23:21.890,N,22100684,JDHCG04ACN,208,968,172,0,0,1,1093,1154,0
33429381,2022-02-09 13:18:51.873,N,22100682,JDTL0550DN,213,1284,0,0,1528,5,595,1753,22
33428913,2022-02-09 13:08:51.890,N,22200692,JDHWG29CCZ,195,1306,0,10895.57,1629,2,956,NULL,396
33428679,2022-02-09 13:04:21.937,N,22300726,JDHST29EXZ,200,901,161,54.03,0,3,430,NULL,0
33428659,2022-02-09 13:04:21.860,N,22300726,JDHST29EXZ,200,901,161,54.03,0,3,430,NULL,0
33428252,2022-02-09 12:57:21.867,N,22100682,JDTL0550DN,213,1284,0,0,1528,5,595,1753,0
33427987,2022-02-09 12:51:51.860,N,22100682,JDTL0550DN,213,1284,0,0,0,5,595,1753,0
33427775,2022-02-09 12:47:51.853,N,22400729,JDHSH29ALN,210,1220,0,55.2,1564,4,896,NULL,396
33427713,2022-02-09 12:46:21.940,N,22300722,JDTL0550DN,190,1360,0,0,1554,5,1773,177,396
33427700,2022-02-09 12:46:21.857,N,22200692,JDHWG29CCZ,195,1306,0,10895.57,1629,2,956,NULL,396
33427099,2022-02-09 12:33:21.837,N,22400729,JDHSH29ALN,210,1220,0,55.2,1564,4,896,NULL,0
33426928,2022-02-09 12:30:21.903,N,22200692,JDTL0550DN,195,1306,0,10895.57,1629,2,956,NULL,396
33426923,2022-02-09 12:30:21.840,N,22400729,JDTL0550DN,210,1220,0,0,0,4,896,NULL,0
33426834,2022-02-09 12:28:51.843,N,22200691,JDHWG29CCZ,185,814,215,41.8,1564,1,1948,NULL,396
33426803,2022-02-09 12:28:21.827,N,22200692,JDTL0550DN,195,1306,0,0,0,2,956,NULL,0
33426668,2022-02-09 12:25:51.837,N,22300725,JDHSH29ALN,193,784,195,0,1573,3,926,NULL,396
33425888,2022-02-09 12:11:21.810,N,22200691,JDHWG29CCZ,185,814,215,41.8,1564,1,1948,NULL,396
33425812,2022-02-09 12:09:51.800,N,22300722,JDTL0550DN,188,1360,0,0,1554,5,1773,177,396
33425416,2022-02-09 12:02:21.800,N,22200691,JDHST29EXZ,185,814,215,41.8,0,1,1948,NULL,396
33425382,2022-02-09 12:01:21.807,N,22100682,JDHWG29CCZ,213,1284,0,22.45,0,1,595,1753,0
33425049,2022-02-09 11:54:21.830,N,22300722,JDTL0550DN,188,1360,0,0,0,5,1773,177,396
33424927,2022-02-09 11:51:51.833,N,22100682,JDHST29EXZ,213,1284,0,22.45,0,1,595,1753,0
33424912,2022-02-09 11:51:51.787,N,22200691,JDHST29EXZ,185,814,215,54.42,1576,2,959,NULL,396
33424775,2022-02-09 11:48:21.783,N,22400728,JDHSH29ALN,203,953,2,54.98,1577,4,1048,NULL,396
33424723,2022-02-09 11:47:21.790,N,22300724,JDTL0550DN,181,844,113,50.05,1553,5,819,NULL,220
33424587,2022-02-09 11:44:51.797,N,22300725,JDHSH29ALN,193,784,195,0,1573,3,926,NULL,396
33424440,2022-02-09 11:42:21.787,N,22300725,JDHSH29ALN,193,784,195,0,0,3,926,NULL,0
33423858,2022-02-09 11:30:51.783,N,22200691,JDHST29EXZ,185,814,215,54.42,1576,2,959,NULL,396
33423682,2022-02-09 11:27:21.780,N,22200691,JDHST29EXZ,185,814,215,0,0,2,959,NULL,0
33423587,2022-02-09 11:25:51.780,N,22200690,JDHWG29CCZ,196,1019,0,16.78,1535,1,846,NULL,396
33423348,2022-02-09 11:21:21.780,N,22400728,JDHSH29ALN,203,953,2,54.98,1577,4,1048,NULL,396
33423120,2022-02-09 11:16:51.777,N,22300724,JDTL0550DN,180,844,113,50.05,1553,5,819,NULL,220
33422881,2022-02-09 11:12:21.767,N,22400728,JDHST29EXZ,203,953,2,0,0,4,1048,NULL,0
33422865,2022-02-09 11:12:21.763,N,22300722,JDTL0500DN,189,1360,0,0,1527,4,1773,177,396
33422674,2022-02-09 11:08:21.763,N,22300724,JDTL0550DN,180,844,113,50.05,0,5,819,NULL,0
33422644,2022-02-09 11:07:51.760,N,22300722,JDTL0500DN,189,1360,0,0,1527,4,1773,177,396
33422367,2022-02-09 11:02:51.747,N,22100680,JDTL0550DN,192,1055,0,23.2,1527,5,1071,NULL,264
33422118,2022-02-09 10:57:51.737,N,22300722,JDHCG04ACN,189,1360,0,0,0,4,1773,177,396
33421668,2022-02-09 10:47:51.720,N,22200690,JDHWG29CCZ,195,1019,0,16.78,1535,1,846,NULL,396
33421586,2022-02-09 10:46:21.790,N,22300724,JDTL0550DN,180,844,113,79.55,0,3,819,NULL,0
33421578,2022-02-09 10:46:21.767,N,22300724,JDTL0550DN,180,844,113,0,0,3,819,NULL,0
