SEQ_VALUE,MSG_TIME_STAMP,MSG_FLAG,HEAT_NUMBER,GRADE_TYPE,LM_START_WT,TAP_O2,O2AFTERCELOX,LTA,FIRSTMEASTEMP,STATION,LIME,SIMN,ALBAR
30505603,2021-12-26 04:07:03.203,N,21305969,JDTL0550DN,176,708,302,75.78,0,3,432,1775,0
30505576,2021-12-26 04:06:33.223,N,21305969,JDTL0550DN,176,708,302,75.78,0,3,432,1775,0
30505335,2021-12-26 04:02:03.437,N,21105781,JDTL0550DN,182,1500,0,0,0,1,1085,NULL,0
30504962,2021-12-26 03:59:03.210,N,21105780,JDHCG04ACN,191,1051,0,67.27,1541,1,966,NULL,396
30504638,2021-12-26 03:56:03.380,N,21405866,JDHCG04ACN,206,1000,0,0,1572,4,1017,NULL,396
30504264,2021-12-26 03:53:03.350,N,21405866,JDHCG04ACN,206,1000,0,0,0,4,1017,NULL,0
30504252,2021-12-26 03:53:03.307,N,21405865,JDHCG04ACN,184,954,98,172.1,1594,4,NULL,NULL,396
30504161,2021-12-26 03:52:03.293,N,21305968,JDTL0550DN,181,1330,0,134.07,1540,5,432,1785,88
30503671,2021-12-26 03:17:33.237,N,21305968,JDTL0550DN,181,1330,0,134.07,0,5,432,1785,0
30503650,2021-12-26 03:17:03.230,N,21305967,JDTL0550DN,180,909,0,75.78,1526,5,430,1780,110
30502876,2021-12-26 02:56:33.163,N,21105780,JDHCG04ACN,191,1051,0,67.27,1541,1,966,NULL,396
30502444,2021-12-26 02:45:03.270,N,21305968,JDTL0550DN,181,1330,0,134.07,0,3,432,1785,0
30502436,2021-12-26 02:45:03.200,N,21305968,JDTL0550DN,181,1330,0,134.07,0,3,432,1785,0
30502129,2021-12-26 02:37:33.180,N,21105780,JDTL0550DN,191,1051,0,67.27,1541,1,966,NULL,0
30501969,2021-12-26 02:34:03.100,N,21305967,JDTL0550DN,179,909,0,75.78,1526,5,430,1780,110
30501666,2021-12-26 02:26:33.113,N,21405865,JDHCG04ACN,184,954,98,172.1,1594,4,NULL,NULL,396
30501540,2021-12-26 02:23:03.117,N,21305967,JDTL0550DN,179,909,0,75.78,0,5,430,1780,22
30501510,2021-12-26 02:22:03.120,N,21405865,JDHCG04ACN,184,954,98,172.1,0,4,NULL,NULL,0
30501310,2021-12-26 02:17:33.120,N,21105779,JDHCG04ACN,192,901,0,109.45,1566,5,231,NULL,836
30500601,2021-12-26 01:56:03.170,N,21405864,JDHTR34ALZ,184,1320,97,175.02,1574,4,1025,1236,220
30500054,2021-12-26 01:39:03.073,N,21305967,JDTL0550DN,179,909,0,75.78,0,3,430,1780,22
30500012,2021-12-26 01:38:03.057,N,21105779,JDHCG04ACN,192,901,0,109.45,1566,5,231,NULL,836
30499993,2021-12-26 01:37:33.047,N,21305967,JDTL0550DN,179,909,0,75.78,0,3,430,1780,0
30499734,2021-12-26 01:32:03.063,N,21405864,JDHTR34ALZ,184,1320,97,175.02,1574,4,1025,1236,220
30499696,2021-12-26 01:29:33.060,N,21105779,JDTL0550DN,192,901,0,109.45,0,5,231,NULL,396
30499480,2021-12-26 01:24:03.070,N,21305966,JDHCG04ACN,177,1250,0,100.52,1558,5,929,NULL,396
30499086,2021-12-26 01:14:03.053,N,21405864,JDHTR34ALZ,184,1320,97,0,1574,4,1025,1236,220
30498995,2021-12-26 01:11:33.250,N,21105779,JDTL0550DN,192,901,0,109.45,0,1,231,NULL,396
30498982,2021-12-26 01:11:03.093,N,21405864,JDHTR34ALZ,184,1320,97,0,0,4,1025,1236,0
30498965,2021-12-26 01:11:03.080,N,21105779,JDTL0550DN,192,901,0,109.45,0,1,231,NULL,0
30498664,2021-12-26 01:02:33.283,N,21405863,JDHTR34ALZ,184,916,259,135.55,1591,3,1997,1459,220
30498231,2021-12-26 00:51:33.053,N,21305966,JDHCG04ACN,177,1250,0,100.52,1558,5,929,NULL,396
30497975,2021-12-26 00:43:33.047,N,21305966,JDHCG04ACN,177,1250,0,0,0,5,929,NULL,396
30497951,2021-12-26 00:43:03.130,N,21105778,JDHCG04ACN,189,1012,0,0,0,5,1488,88,440
30497930,2021-12-26 00:43:03.123,N,21105778,JDHCG04ACN,189,1012,0,0,0,5,1488,88,440
30497906,2021-12-26 00:43:03.060,N,21305966,JDHCG04ACN,177,1250,0,100.52,0,5,929,NULL,396
30497849,2021-12-26 00:42:33.177,N,21305966,JDHCG04ACN,177,1250,0,100.52,0,5,929,NULL,396
30497825,2021-12-26 00:40:03.260,N,21105778,JDHCG04ACN,189,1012,0,129.97,1556,5,1310,NULL,440
30497740,2021-12-26 00:37:03.020,N,21405863,JDHTR34ALZ,184,916,259,135.55,1591,3,1997,1459,220
30497549,2021-12-26 00:31:33.030,N,21405863,JDHTR34ALZ,184,916,259,135.55,0,3,1997,1459,220
30497538,2021-12-26 00:31:03.047,N,21305966,JDHCG04ACN,177,1250,0,100.52,0,3,929,NULL,396
30497521,2021-12-26 00:31:03.043,N,21305966,JDHCG04ACN,177,1250,0,100.52,0,3,929,NULL,396
30497487,2021-12-26 00:31:03.030,N,21405863,JDHTR34ALZ,184,916,259,161.05,1565,4,1012,1222,220
30497352,2021-12-26 00:26:03.023,N,21305966,JDHCG04ACN,177,1250,0,100.52,0,3,929,NULL,396
30497216,2021-12-26 00:22:33.023,N,21305966,JDTL0550DN,177,1250,0,100.52,0,3,929,NULL,0
30497181,2021-12-26 00:22:03.023,N,21405863,JDHTR34ALZ,184,916,259,161.05,1565,4,1012,1222,220
30496610,2021-12-26 00:07:02.997,N,21105778,JDHCG04ACN,189,1012,0,129.97,1556,5,1310,NULL,440
30496429,2021-12-26 00:03:32.993,N,21405863,JDHTR34ALZ,184,916,259,0,1565,4,1012,1222,220
30496367,2021-12-25 23:59:33.323,N,21105778,JDHCG04ACN,189,1012,0,129.97,0,5,1310,NULL,0
30496306,2021-12-25 23:57:32.990,N,21405863,JDHCG04ACN,184,916,259,0,0,4,1012,1222,0
30496207,2021-12-25 23:55:03.063,N,21105778,JDHCG04ACN,189,1012,0,129.97,0,1,1310,NULL,0
30496203,2021-12-25 23:55:03.010,N,21305965,JDHTR34ALZ,182,1140,115,166.02,1568,3,919,1175,396
30496174,2021-12-25 23:54:32.987,N,21105778,JDTL0550DN,189,1012,0,129.97,0,1,1310,NULL,0
30495834,2021-12-25 23:44:33.230,N,21105777,JDHCG04ACN,194,803,123,114.97,1596,5,1090,NULL,440
30495264,2021-12-25 23:29:02.963,N,21305965,JDHTR34ALZ,181,1140,115,166.02,1568,3,919,1175,396
30494684,2021-12-25 23:12:02.950,N,21305965,JDHTR34ALN,181,1140,115,0,1568,3,919,1175,396
30494498,2021-12-25 23:06:32.957,N,21305965,JDHCG04ACN,181,1140,115,0,0,3,919,1175,0
30494385,2021-12-25 23:03:33.077,N,21405862,JDHTR34ALZ,50,1070,93,157.55,1585,4,NULL,1246,396
30494330,2021-12-25 23:02:02.993,N,21105777,JDHCG04ACN,193,803,123,125.58,0,1,1090,NULL,0
30494317,2021-12-25 23:01:32.950,N,21105777,JDHCG04ACN,193,803,123,125.58,0,1,1090,NULL,0
30493956,2021-12-25 22:52:32.950,N,21105777,JDHCG04ACN,193,803,123,114.97,1596,5,1090,NULL,440
30493922,2021-12-25 22:52:02.947,N,21105777,JDHCG04ACN,193,803,123,0,0,5,1090,NULL,0
30493846,2021-12-25 22:49:33.177,N,21305964,JDHCG04ACN,190,1180,113,75.12,1600,5,888,NULL,440
30492870,2021-12-25 22:23:32.910,N,21305964,JDHCG04ACN,190,1180,113,75.12,1600,5,888,NULL,440
30492707,2021-12-25 22:19:02.893,N,21405862,JDHTR34ALZ,49,1070,93,157.55,1585,4,NULL,1246,396
30492401,2021-12-25 22:10:03.043,N,21405862,JDHTR34ALZ,49,1070,93,0,1585,4,NULL,1246,396
30492338,2021-12-25 22:08:32.887,N,21305964,JDHCG04ACN,190,1180,113,75.12,1600,5,888,NULL,0
30492238,2021-12-25 22:07:02.883,N,21405862,JDHTR34ALZ,49,1070,93,0,0,4,NULL,1246,0
30492197,2021-12-25 22:06:32.977,N,21405861,JDHTR34ALZ,186,941,237,86.6,1545,4,1017,1224,396
30492128,2021-12-25 22:06:03.057,N,21305964,JDHCG04ACN,190,1180,113,75.12,0,5,888,NULL,0
30491798,2021-12-25 21:54:32.960,N,21105776,JDHCG04ACN,204,1241,0,87.77,1569,5,1090,NULL,396
30491754,2021-12-25 21:53:32.920,N,21305964,JDHCG04ACN,190,1180,113,75.12,0,3,888,NULL,0
30491746,2021-12-25 21:53:32.887,N,21305964,JDHCG04ACN,190,1180,113,75.12,0,3,888,NULL,0
30491257,2021-12-25 21:41:32.843,N,21405861,JDHTR34ALZ,186,941,237,86.6,1545,4,1017,1224,396
30490514,2021-12-25 21:19:32.993,N,21105776,JDHCG04ACN,204,1241,0,87.77,1569,5,1090,NULL,396
30490358,2021-12-25 21:15:02.843,N,21405861,JDHTR34ALZ,186,941,237,86.6,1545,4,1017,1224,0
30490265,2021-12-25 21:12:32.850,N,21405861,JDHTR34ALZ,186,941,237,86.6,0,4,1017,1224,0
30490237,2021-12-25 21:11:32.910,N,21405860,JDHTR34ALZ,187,1030,100,91.62,1578,4,1012,1233,396
30490003,2021-12-25 21:05:02.890,N,21105776,JDHCG04ACN,204,1241,0,87.77,1569,5,1090,NULL,0
30489953,2021-12-25 21:04:03.040,N,21305963,JDHCG04ACN,187,1170,0,148.12,1592,3,921,NULL,396
30489781,2021-12-25 20:59:33.093,N,21105776,JDHCG04ACN,204,1241,0,87.77,0,5,1090,NULL,0
30489547,2021-12-25 20:53:02.817,N,21305963,JDHCG04ACN,187,1170,0,148.12,1592,3,921,NULL,396
30489143,2021-12-25 20:41:32.787,N,21305963,JDHCG04ACN,187,1170,0,0,1592,3,921,NULL,0
30489030,2021-12-25 20:39:02.870,N,21105776,JDTL0550DN,204,1241,0,87.77,0,1,1090,NULL,0
30489014,2021-12-25 20:39:02.790,N,21105776,JDTL0550DN,204,1241,0,87.77,0,1,1090,NULL,0
30488677,2021-12-25 20:29:32.983,N,21405860,JDHTR34ALZ,186,1030,100,91.62,1578,4,1012,1233,396
30488134,2021-12-25 20:13:02.790,N,21105775,JDHCG04ACN,187,982,5,0,1563,5,1090,NULL,396
30488083,2021-12-25 20:12:02.770,N,21405860,JDHCG04ACN,186,1030,100,0,1578,4,1012,1233,0
30487964,2021-12-25 20:08:02.790,N,21405860,JDHCG04ACN,186,1030,100,0,0,4,1012,1233,0
30487843,2021-12-25 20:04:32.780,N,21305962,JDHTR34ALZ,182,1010,9,91.55,1532,3,1306,1183,396
30487178,2021-12-25 19:48:02.730,N,21305962,JDHTR34ALZ,182,1010,9,91.55,1532,3,1306,1183,396
30486662,2021-12-25 19:33:32.750,N,21305962,JDHTR35ALN,182,1010,9,91.55,1532,3,1306,1183,396
30486397,2021-12-25 19:26:32.743,N,21105775,JDHCG04ACN,187,982,5,0,1563,5,1090,NULL,396
30486209,2021-12-25 19:21:02.770,N,21105775,JDHCG04BCN,187,982,5,0,0,5,1090,NULL,0
30486191,2021-12-25 19:21:02.733,N,21305962,JDHCG04ACN,182,1010,9,0,0,3,1306,1183,0
30485933,2021-12-25 19:14:32.820,N,21105774,JDHCG04ACN,197,908,86,2023.13,1534,5,1089,NULL,330
30485857,2021-12-25 19:10:32.950,N,21105775,JDHCG04BCN,187,982,5,0,0,1,1090,NULL,0
30485838,2021-12-25 19:10:32.870,N,21105775,JDTL0550DN,187,982,5,0,0,1,1090,NULL,0
30485645,2021-12-25 19:05:02.757,N,21405859,JDHTR34ALZ,203,1130,178,54.62,1586,4,1225,1233,396
30484653,2021-12-25 18:41:02.707,N,21405859,JDHTR34ALZ,203,1130,178,54.62,1586,4,1225,1233,396
30484529,2021-12-25 18:38:02.693,N,21405859,JDHCG04ACN,203,1130,178,0,0,4,1225,1233,0
30484231,2021-12-25 18:30:32.877,N,21305961,JDHCG04ACN,180,887,0,44.05,1595,3,1035,NULL,440
30484194,2021-12-25 18:29:02.830,N,21105774,JDHCG04ACN,197,908,86,2023.13,1534,5,1089,NULL,330
30483730,2021-12-25 18:16:32.680,N,21105774,JDHCG04ACN,197,908,86,2023.13,1534,5,1089,NULL,0
30483592,2021-12-25 18:12:32.660,N,21105773,JDTL0550DN,189,1086,86,31.98,1583,5,1090,1162,110
30483448,2021-12-25 18:08:33.107,N,21305961,JDHCG04ACN,180,887,0,44.05,1595,3,1035,NULL,440
30483349,2021-12-25 18:05:32.847,N,21305961,JDHCG04ACN,180,887,0,44.05,0,3,1035,NULL,0
30483264,2021-12-25 18:03:32.660,N,21405858,JDHTR34ALZ,202,1410,0,46.17,1631,4,1220,1251,330
30482952,2021-12-25 17:55:32.650,N,21105773,JDTL0550DN,188,1086,86,31.98,1583,5,1090,1162,110
30482930,2021-12-25 17:54:32.653,N,21105774,JDHCG04ACN,197,908,86,2023.13,0,1,1089,NULL,0
30482846,2021-12-25 17:52:32.653,N,21105774,JDTL0550DN,197,908,86,0,0,1,1089,NULL,0
30482701,2021-12-25 17:49:02.797,N,21105773,JDTL0500DN,188,1086,86,0,0,5,1090,1162,0
30482670,2021-12-25 17:49:02.783,N,21105773,JDTL0500DN,188,1086,86,77.37,0,1,1090,1162,0
30482295,2021-12-25 17:40:32.643,N,21105773,JDHCG04S1N,188,1086,86,0,0,1,1090,1162,0
30481996,2021-12-25 17:32:02.757,N,21405858,JDHTR34ALZ,202,1410,0,46.17,1631,4,1220,1251,330
30481779,2021-12-25 17:26:02.820,N,21405858,JDHCG04ACN,202,1410,0,0,0,4,1220,1251,0
30481703,2021-12-25 17:24:32.663,N,21305960,JDHCG04ACN,187,1020,0,61.33,1583,3,1037,NULL,396
30480863,2021-12-25 17:01:32.693,N,21405857,JDHTR34ALZ,193,935,252,54.7,1577,4,1022,1253,396
30480777,2021-12-25 16:59:02.750,N,21105772,JDTL0550DN,194,1064,0,53.2,1571,5,1092,NULL,44
30480650,2021-12-25 16:56:32.750,N,21305960,JDHCG04ACN,187,1020,0,61.33,1583,3,1037,NULL,396
30480366,2021-12-25 16:50:32.613,N,21305960,JDHTR34ALZ,187,1020,0,61.33,0,3,1037,NULL,0
30480025,2021-12-25 16:41:02.587,N,21405857,JDHTR34ALZ,193,935,252,54.7,1577,4,1022,1253,396
30479702,2021-12-25 16:32:02.590,N,21405857,JDHTR34ALZ,193,935,252,54.7,1577,4,1022,1253,0
30479647,2021-12-25 16:31:02.597,N,21405857,JDHTR34ALZ,193,935,252,0,0,4,1022,1253,0
30479623,2021-12-25 16:30:28.917,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479623,2021-12-25 16:30:28.913,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479623,2021-12-25 16:30:28.913,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479623,2021-12-25 16:30:28.913,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479623,2021-12-25 16:30:28.913,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479623,2021-12-25 16:30:28.907,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479602,2021-12-25 16:30:28.907,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479602,2021-12-25 16:30:28.900,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479602,2021-12-25 16:30:28.900,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479602,2021-12-25 16:30:28.900,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479602,2021-12-25 16:30:28.900,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479584,2021-12-25 16:30:28.897,N,21405856,JDHCG04ACN,184,978,34,2977.53,1569,4,1267,NULL,440
30479602,2021-12-25 16:30:28.897,N,21405856,JDHCG04ACN,184,978,34,0,0,4,1858,NULL,440
30479584,2021-12-25 16:30:28.877,N,21405856,JDHCG04ACN,184,978,34,2977.53,1569,4,1267,NULL,440
30479584,2021-12-25 16:30:28.860,N,21405856,JDHCG04ACN,184,978,34,2977.53,1569,4,1267,NULL,440
30479584,2021-12-25 16:30:28.833,N,21405856,JDHCG04ACN,184,978,34,2977.53,1569,4,1267,NULL,440
30479584,2021-12-25 16:30:28.830,N,21405856,JDHCG04ACN,184,978,34,2977.53,1569,4,1267,NULL,440
30479584,2021-12-25 16:30:28.827,N,21405856,JDHCG04ACN,184,978,34,2977.53,1569,4,1267,NULL,440
30479467,2021-12-25 16:26:02.583,N,21105772,JDTL0550DN,192,1064,0,53.2,1571,5,1092,NULL,44
30479080,2021-12-25 16:14:32.573,N,21105772,JDTL0550DN,192,1064,0,53.2,0,5,1092,NULL,0
30478840,2021-12-25 16:08:33.150,N,21105771,JDTL0550DN,192,0,148,20.32,1535,5,1309,NULL,396
30478580,2021-12-25 16:06:02.557,N,21305959,JDHTR34ALZ,187,920,96,71.53,1617,3,1042,1183,396
30478339,2021-12-25 15:54:32.527,N,21105772,JDHCG04ACN,192,1064,0,53.2,0,1,1092,NULL,0
30477963,2021-12-25 15:45:32.523,N,21305959,JDHTR34ALZ,186,920,96,71.53,1617,3,1042,1183,396
30477961,2021-12-25 15:45:32.520,N,21105772,JDTL0550DN,192,1064,0,53.2,0,1,1092,NULL,0
30477590,2021-12-25 15:37:32.507,N,21105771,JDTL0550DN,191,0,148,20.32,1535,5,1309,NULL,396
30477422,2021-12-25 15:33:02.510,N,21305959,JDHPP60MSZ,186,920,96,71.53,1617,3,1042,1183,0
30477285,2021-12-25 15:30:02.563,N,21105771,JDHCG04ACN,191,0,148,20.32,0,5,1309,NULL,396
30477275,2021-12-25 15:30:02.513,N,21405856,JDHCG04ACN,184,978,34,2977.53,1569,4,1267,NULL,440
30477181,2021-12-25 15:27:32.627,N,21305959,JDHPP60MSZ,186,920,96,71.53,0,3,1042,1183,0
30476631,2021-12-25 15:11:32.670,N,21405856,JDHCG04ACN,184,978,34,0,1569,4,1267,NULL,440
30476489,2021-12-25 15:05:32.500,N,21405856,JDHPP60MSZ,184,978,34,0,0,4,1267,NULL,0
30476410,2021-12-25 15:03:02.507,N,21405855,JDHCG04ACN,189,1070,0,0,1615,4,1012,NULL,396
30476260,2021-12-25 14:58:32.540,N,21105770,JDTL0550DN,186,866,233,32.5,1581,5,966,NULL,330
30476211,2021-12-25 14:57:02.500,N,21305958,JDHTR34ALZ,192,1250,0,0,1607,3,924,1171,330
30475538,2021-12-25 14:40:02.543,N,21105771,JDHCG04ACN,191,0,148,20.32,0,1,1309,NULL,396
30474934,2021-12-25 14:26:32.460,N,21105770,JDTL0550DN,185,866,233,32.5,1581,5,966,NULL,330
30474172,2021-12-25 14:11:02.573,N,21305958,JDHTR34ALZ,191,1250,0,0,1607,3,924,1171,330
30474139,2021-12-25 14:08:02.470,N,21105770,JDTL0550DN,185,866,233,32.5,1581,5,966,NULL,0
30474016,2021-12-25 14:06:32.450,N,21305958,JDHWT41AMN,191,1250,0,0,0,3,924,1171,0
30473841,2021-12-25 14:04:32.447,N,21105771,JDTL0550DN,191,0,148,0,0,1,1309,NULL,0
30473713,2021-12-25 13:56:32.450,N,21105770,JDTL0550DN,185,866,233,32.5,0,5,966,NULL,0
30473628,2021-12-25 13:54:02.427,N,21405855,JDHCG04ACN,189,1070,0,0,1615,4,1012,NULL,396
30473578,2021-12-25 13:52:32.430,N,21105769,JDTL0550DN,183,1188,50,105.57,1555,5,1089,1154,308
30473252,2021-12-25 13:43:02.427,N,21305957,JDHTR34ALZ,183,1100,100,66.83,1580,3,923,1180,330
30473110,2021-12-25 13:39:32.420,N,21405855,JDHCG04ACN,189,1070,0,0,1615,4,1012,NULL,0
30473072,2021-12-25 13:38:32.693,N,21405855,JDTL0550DN,189,1070,0,0,1615,4,1012,NULL,0
30472154,2021-12-25 13:15:02.527,N,21105770,JDTL0550DN,185,866,233,32.52,0,1,966,NULL,0
30472147,2021-12-25 13:15:02.520,N,21305957,JDHTR34ALZ,183,1100,100,66.83,1580,3,923,1180,330
30472132,2021-12-25 13:15:02.427,N,21105770,JDTL0550DN,185,866,233,32.52,0,1,966,NULL,0
30471716,2021-12-25 13:03:32.380,N,21105769,JDTL0550DN,183,1188,50,105.57,1555,5,1089,1154,308
30471578,2021-12-25 12:59:32.440,N,21305957,JDHTR34ALZ,183,1100,100,66.83,1580,3,923,1180,396
30471414,2021-12-25 12:55:02.377,N,21105769,JDHTR34ALZ,183,1188,50,1868.57,0,5,1089,1154,308
30471306,2021-12-25 12:52:32.393,N,21305956,JDTL0550DN,196,1250,84,141.58,1590,5,712,1185,220
30471255,2021-12-25 12:52:02.450,N,21405854,JDHTR34ALZ,201,1140,122,76.52,1575,4,1014,1218,396
30470993,2021-12-25 12:46:32.373,N,21305957,JDHTR34ALZ,183,1100,100,66.83,0,3,923,1180,0
30470360,2021-12-25 12:30:02.363,N,21405854,JDHTR34ALZ,201,1140,122,76.52,1575,4,1014,1218,396
30470239,2021-12-25 12:26:02.370,N,21305956,JDTL0550DN,195,1250,84,141.58,1590,5,712,1185,220
30470221,2021-12-25 12:25:32.363,N,21405854,JDTL0550DN,201,1140,122,0,0,4,1014,1218,0
30470016,2021-12-25 12:20:02.370,N,21105769,JDHTR34ALZ,183,1188,50,1868.57,0,4,1089,1154,308
30469860,2021-12-25 12:15:32.427,N,21105769,JDTL0550DN,183,1188,50,1868.57,0,4,1089,1154,308
30469459,2021-12-25 12:03:32.353,N,21305956,JDTL0550DN,195,1250,84,141.58,0,5,712,1185,0
30469353,2021-12-25 11:59:02.627,N,21105769,JDTL0550DN,182,1188,50,1868.57,0,1,1089,1154,308
30469340,2021-12-25 11:58:32.453,N,21105769,JDTL0550DN,182,1188,50,1868.57,0,1,1089,1154,0
30469303,2021-12-25 11:57:32.520,N,21305956,JDTL0550DN,195,1250,84,141.58,0,3,712,1185,0
30469282,2021-12-25 11:57:32.440,N,21305956,JDTL0550DN,195,1250,84,141.58,0,3,712,1185,0
30468959,2021-12-25 11:46:32.413,N,21105768,JDTL0550DN,215,1300,0,143.8,1565,5,974,1159,176
30468677,2021-12-25 11:38:02.300,N,21405853,JDHTR34ALZ,202,1060,216,53.93,1593,4,899,1230,220
30467672,2021-12-25 11:12:02.297,N,21105768,JDTL0550DN,214,1300,0,143.8,1565,5,974,1159,176
30467551,2021-12-25 11:10:32.333,N,21405853,JDHTR34ALZ,202,1060,216,53.93,1593,4,899,1230,220
30467259,2021-12-25 11:02:02.280,N,21105768,JDTL0550DN,214,1300,0,143.8,1565,5,974,1159,0
30467066,2021-12-25 10:56:32.280,N,21405853,JDHTR34ALZ,202,1060,216,0,1593,4,899,1230,220
30466948,2021-12-25 10:52:32.363,N,21105768,JDTL0550DN,214,1300,0,143.8,0,5,974,1159,0
30466902,2021-12-25 10:51:32.253,N,21405852,JDTL0550DN,188,948,304,155.92,1584,5,1043,1247,110
30466778,2021-12-25 10:47:32.383,N,21405853,JDTL0550DN,202,1060,216,0,0,4,899,1230,0
30466754,2021-12-25 10:47:02.407,N,21305955,JDHTR34ALZ,194,1310,0,127.43,1607,4,841,1178,396
30466126,2021-12-25 10:27:32.307,N,21105768,JDTL0550DN,214,1300,0,143.8,0,1,974,1159,0
30466106,2021-12-25 10:27:32.250,N,21105768,JDTL0550DN,214,1300,0,143.8,0,1,974,1159,0
30465493,2021-12-25 10:10:32.403,N,21405852,JDTL0550DN,187,948,304,155.92,1584,5,1043,1247,110
30465421,2021-12-25 10:10:02.340,N,21305955,JDHTR34ALZ,193,1310,0,127.43,1607,4,841,1178,396
30465260,2021-12-25 10:04:02.233,N,21305955,JDHTR34ALZ,193,1310,0,127.43,0,4,841,1178,396
30465138,2021-12-25 10:01:02.353,N,21305955,JDHTR34ALZ,193,1310,0,53.93,0,3,841,1178,396
30465114,2021-12-25 10:00:32.230,N,21405852,JDTL0550DN,187,948,304,155.92,1584,5,1043,1247,0
30465011,2021-12-25 09:57:02.227,N,21305955,JDHTR34ALZ,193,1310,0,53.93,0,3,841,1178,0
30464866,2021-12-25 09:52:32.217,N,21405852,JDHTR34ALZ,187,948,304,155.92,0,5,1043,1247,0
30464657,2021-12-25 09:44:32.277,N,21305954,JDHTR34ALZ,192,1170,102,121.42,1575,4,1457,1434,330
30464639,2021-12-25 09:44:02.187,N,21105767,JDTL0550DN,192,1685,0,266.02,1571,5,863,1454,110
30463919,2021-12-25 09:20:32.183,N,21105767,JDTL0550DN,191,1685,0,266.02,1571,5,863,1454,110
30463737,2021-12-25 09:15:02.183,N,21305954,JDHTR34ALZ,192,1170,102,121.42,1575,4,1457,1434,330
30463534,2021-12-25 09:11:02.300,N,21305954,JDHTR34ALZ,192,1170,102,121.42,0,4,1457,1434,330
30463377,2021-12-25 09:03:02.243,N,21105767,JDTL0550DN,191,1685,0,266.02,1571,5,863,1454,0
30463343,2021-12-25 09:02:02.167,N,21305954,JDHTR34ALZ,192,1170,102,127.3,1592,3,923,1183,330
30463092,2021-12-25 08:54:32.163,N,21105767,JDHCG04BCN,191,1685,0,1489.25,0,5,863,1454,0
30463035,2021-12-25 08:52:32.160,N,21305954,JDHTR34ALZ,191,1170,102,127.3,1592,3,923,1183,330
30462917,2021-12-25 08:48:32.270,N,21305954,JDHTR34ALZ,191,1170,102,0,0,3,923,1183,0
30462888,2021-12-25 08:47:32.207,N,21105767,JDHCG04BCN,191,1685,0,0,0,1,863,1454,0
30462880,2021-12-25 08:47:32.167,N,21105767,JDHCG04BCN,190,1685,0,0,0,1,863,1454,0
30462738,2021-12-25 08:44:02.150,N,21405851,JDHTR34ALZ,179,1120,129,0,1536,4,704,1264,330
30461962,2021-12-25 08:18:02.307,N,21405851,JDHTR34ALZ,179,1120,129,0,1536,4,704,1264,330
30461921,2021-12-25 08:16:32.140,N,21405851,JDTL0550DN,179,1120,129,0,0,4,704,1264,0
30460738,2021-12-25 07:31:02.073,N,21305953,JDHCG04BCN,194,1240,0,72.85,1585,3,1127,66,440
30460076,2021-12-25 07:10:02.177,N,21405850,JDTL0550DN,102,1240,0,73.92,1638,5,1115,NULL,220
30459564,2021-12-25 06:51:32.063,N,21405850,JDTL0550DN,101,1240,0,73.92,1638,5,1115,NULL,220
30459563,2021-12-25 06:51:32.047,N,21305953,JDHCG04BCN,194,1240,0,72.85,1585,3,1127,66,440
30459403,2021-12-25 06:45:32.160,N,21305953,JDHCG04BCN,194,1240,0,72.85,0,3,1127,66,0
30459063,2021-12-25 06:34:32.043,N,21305952,JDHCG04BCN,196,1060,26,1531.52,1589,3,929,NULL,396
30458977,2021-12-25 06:32:02.020,N,21305952,JDHCG04BCN,196,1060,26,1531.52,1589,3,929,NULL,396
30458931,2021-12-25 06:30:32.040,N,21405850,JDTL0550DN,101,1240,0,73.92,1638,5,1115,NULL,0
30458624,2021-12-25 06:22:02.030,N,21405850,JDTL0550DN,101,1240,0,73.92,0,5,1115,NULL,0
30458575,2021-12-25 06:20:32.047,N,21405850,JDTL0550DN,101,1240,0,0,0,4,1115,NULL,0
30458561,2021-12-25 06:20:02.033,N,21405850,JDTL0550DN,101,1240,0,0,0,4,1115,NULL,0
30457928,2021-12-25 06:02:02.323,N,21405849,JDTL0550DN,201,1100,0,74.45,1579,5,1019,1854,110
30457308,2021-12-25 05:44:31.967,N,21305952,JDHCG04BCN,196,1060,26,70.02,1589,3,929,NULL,396
30457117,2021-12-25 05:38:31.973,N,21305952,JDHCG04BCN,196,1060,26,0,1589,3,929,NULL,396
30456665,2021-12-25 05:26:01.957,N,21305952,JDHCG04ACN,196,1060,26,0,1589,3,929,NULL,396
30456627,2021-12-25 05:25:01.957,N,21305952,JDHWT41AMN,196,1060,26,0,0,3,929,NULL,0
